"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Duration","Growth Habit"
"BOLI7","","BOLI7","Botrychium lineare","Perennial","Forb/herb"
"BOLU","","BOLU","Botrychium lunaria","Perennial","Forb/herb"
"BOMI","","BOMI","Botrychium minganense","Perennial","Forb/herb"
"BOMO","","BOMO","Botrychium montanum","Perennial","Forb/herb"
"BOMU","","BOMU","Botrychium multifidum","Perennial","Forb/herb"
"BOPA9","","BOPA9","Botrychium paradoxum","Perennial","Forb/herb"
"BOPE4","","BOPE4","Botrychium pedunculosum","Perennial","Forb/herb"
"BOPI","","BOPI","Botrychium pinnatum","Perennial","Forb/herb"
"BOSI","","BOSI","Botrychium simplex","Perennial","Forb/herb"
"BOTU3","","BOTU3","Botrychium tunux","Perennial","Forb/herb"
"BOVI","","BOVI","Botrychium virginianum","Perennial","Forb/herb"
"BOUCH","","BOUCH","Bouchea","",""
"BOLI3","","BOLI3","Bouchea linifolia","Perennial","Subshrub, Shrub"
"BOPR","","BOPR","Bouchea prismatica","Annual","Forb/herb"
"BOUTE","","BOUTE","Bouteloua","",""
"BOAR","","BOAR","Bouteloua aristidoides","Annual","Graminoid"
"BOARA","","BOARA","Bouteloua aristidoides var. aristidoides","Annual","Graminoid"
"BOARA2","","BOARA2","Bouteloua aristidoides var. arizonica","Annual","Graminoid"
"BOBA2","","BOBA2","Bouteloua barbata","Annual","Graminoid"
"BOBR","","BOBR","Bouteloua breviseta","Perennial","Graminoid"
"BOCU","","BOCU","Bouteloua curtipendula","Perennial","Graminoid"
"BOCUC","","BOCUC","Bouteloua curtipendula var. caespitosa","Perennial","Graminoid"
"BOCUC2","","BOCUC2","Bouteloua curtipendula var. curtipendula","Perennial","Graminoid"
"BODA2","","BODA2","Bouteloua dactyloides","Perennial","Graminoid"
"BOEL","","BOEL","Bouteloua eludens","Perennial","Graminoid"
"BOER4","","BOER4","Bouteloua eriopoda","Perennial","Graminoid"
"BOGR2","","BOGR2","Bouteloua gracilis","Perennial","Graminoid"
"BOHI2","","BOHI2","Bouteloua hirsuta","Perennial","Graminoid"
"BOHIH","","BOHIH","Bouteloua hirsuta var. hirsuta","Perennial","Graminoid"
"BOPA2","","BOPA2","Bouteloua parryi","Annual","Graminoid"
"BORA","","BORA","Bouteloua radicosa","Perennial","Graminoid"
"BORE2","","BORE2","Bouteloua repens","Perennial","Graminoid"
"BORO2","","BORO2","Bouteloua rothrockii","Perennial","Graminoid"
"BOSI2","","BOSI2","Bouteloua simplex","Annual","Graminoid"
"BOTR2","","BOTR2","Bouteloua trifida","Perennial","Graminoid"
"BOTRB","","BOTRB","Bouteloua trifida var. burkii","Perennial","Graminoid"
"BOTRT","","BOTRT","Bouteloua trifida var. trifida","Perennial","Graminoid"
"BOWA","","BOWA","Bouteloua warnockii","Perennial","Graminoid"
"BOUVA","","BOUVA","Bouvardia","",""
"BOTE2","","BOTE2","Bouvardia ternifolia","Perennial","Shrub, Subshrub"
"BOWLE","","BOWLE","Bowlesia","",""
"BOIN3","","BOIN3","Bowlesia incana","Annual","Forb/herb"
"BOYKI","","BOYKI","Boykinia","",""
"BOIN4","","BOIN4","Boykinia intermedia","Perennial","Forb/herb"
"BOMA3","","BOMA3","Boykinia major","Perennial","Forb/herb"
"BRACH5","","BRACH5","Brachystigma","",""
"BRWR","","BRWR","Brachystigma wrightii","Perennial","Subshrub, Forb/herb"
"BRASE","","BRASE","Brasenia","",""
"BRSC","","BRSC","Brasenia schreberi","Perennial","Forb/herb"
"BRASS2","","BRASS2","Brassica","",""
"BRJU","","BRJU","Brassica juncea","Annual, Perennial","Forb/herb"
"BRNA","","BRNA","Brassica napus","Annual, Biennial","Forb/herb"
"BRNI","","BRNI","Brassica nigra","Annual","Forb/herb"
"BROL","","BROL","Brassica oleracea","Perennial","Forb/herb"
"BRRA","","BRRA","Brassica rapa","Annual, Biennial","Forb/herb"
"BRRAR","","BRRAR","Brassica rapa var. rapa","Annual, Biennial","Forb/herb"
"BRTO","","BRTO","Brassica tournefortii","Annual","Forb/herb"
"BRICK","","BRICK","Brickellia","",""
"BRAM3","","BRAM3","Brickellia amplexicaulis","Perennial","Subshrub, Forb/herb"
"BRAMA","","BRAMA","Brickellia amplexicaulis var. amplexicaulis","Perennial","Subshrub, Forb/herb"
"BRBA2","","BRBA2","Brickellia baccharidea","Perennial","Subshrub, Shrub"
"BRBE","","BRBE","Brickellia betonicifolia","Perennial","Forb/herb"
"BRBR2","","BRBR2","Brickellia brachyphylla","Perennial","Subshrub, Forb/herb"
"BRCA3","","BRCA3","Brickellia californica","Perennial","Subshrub, Shrub"
"BRCAC","","BRCAC","Brickellia californica var. californica","Perennial","Subshrub, Shrub"
"BRCH","","BRCH","Brickellia chenopodina","Perennial","Subshrub"
"BRCO","","BRCO","Brickellia coulteri","Perennial","Subshrub, Shrub"
"BREU","","BREU","Brickellia eupatorioides","Perennial","Subshrub, Forb/herb"
"BREUC2","","BREUC2","Brickellia eupatorioides var. chlorolepis","Perennial","Subshrub, Forb/herb"
"BREUC","","BREUC","Brickellia eupatorioides var. corymbulosa","Perennial","Subshrub, Forb/herb"
"BRFL","","BRFL","Brickellia floribunda","Perennial","Subshrub, Forb/herb"
"BRGR","","BRGR","Brickellia grandiflora","Perennial","Subshrub, Forb/herb"
"BRLA","","BRLA","Brickellia laciniata","Perennial","Subshrub, Shrub"
"BRLE","","BRLE","Brickellia lemmonii","Perennial","Subshrub, Forb/herb"
"BRLEL","","BRLEL","Brickellia lemmonii var. lemmonii","Perennial","Subshrub, Forb/herb"
"BRLEW","","BRLEW","Brickellia lemmonii var. wootonii","Perennial","Subshrub, Forb/herb"
"BRMI","","BRMI","Brickellia microphylla","Perennial","Subshrub, Shrub"
"BRMIM","","BRMIM","Brickellia microphylla var. microphylla","Perennial","Subshrub, Shrub"
"BRMIS","","BRMIS","Brickellia microphylla var. scabra","Perennial","Subshrub, Shrub"
"BROB","","BROB","Brickellia oblongifolia","Perennial","Subshrub, Shrub, Forb/herb"
"BROBL","","BROBL","Brickellia oblongifolia var. linifolia","Perennial","Subshrub, Shrub, Forb/herb"
"BROBO","","BROBO","Brickellia oblongifolia var. oblongifolia","Perennial","Subshrub, Shrub, Forb/herb"
"BRPA","","BRPA","Brickellia parvula","Perennial","Subshrub, Forb/herb"
"BRRU","","BRRU","Brickellia rusbyi","Perennial","Subshrub, Forb/herb"
"BRSI2","","BRSI2","Brickellia simplex","Perennial","Subshrub, Forb/herb"
"BRVE","","BRVE","Brickellia venosa","Perennial","Subshrub, Forb/herb"
"BRVE2","","BRVE2","Brickellia veronicifolia","Perennial","Subshrub, Shrub, Forb/herb"
"BRVEV","","BRVEV","Brickellia veronicifolia var. veronicifolia","Perennial","Subshrub, Shrub, Forb/herb"
"BRICK3","","BRICK3","Brickelliastrum","",""
"BRFE2","","BRFE2","Brickelliastrum fendleri","Perennial","Forb/herb, Subshrub"
"BRIZA","","BRIZA","Briza","",""
"BRMI2","","BRMI2","Briza minor","Annual","Graminoid"
"BROMU","","BROMU","Bromus","",""
"BRAN","","BRAN","Bromus anomalus","Perennial","Graminoid"
"BRAR5","","BRAR5","Bromus arvensis","Annual","Graminoid"
"BRBR5","","BRBR5","Bromus briziformis","Annual","Graminoid"
"BRCA5","","BRCA5","Bromus carinatus","Annual, Perennial","Graminoid"
"BRCA6","","BRCA6","Bromus catharticus","Annual, Perennial","Graminoid"
"BRCI2","","BRCI2","Bromus ciliatus","Perennial","Graminoid"
"BRCIC3","","BRCIC3","Bromus ciliatus var. ciliatus","Perennial","Graminoid"
"BRCIR","","BRCIR","Bromus ciliatus var. richardsonii","Perennial","Graminoid"
"BRDI3","","BRDI3","Bromus diandrus","Annual, Perennial","Graminoid"
"BRDIR","","BRDIR","Bromus diandrus ssp. rigidus","Annual, Perennial","Graminoid"
"BRER3","","BRER3","Bromus erectus","Perennial","Graminoid"
"BRFR2","","BRFR2","Bromus frondosus","Perennial","Graminoid"
"BRHO2","","BRHO2","Bromus hordeaceus","Annual","Graminoid"
"BRHOD","","BRHOD","Bromus hordeaceus ssp. divaricatus","Annual","Graminoid"
"BRHOH","","BRHOH","Bromus hordeaceus ssp. hordeaceus","Annual","Graminoid"
"BRIN2","","BRIN2","Bromus inermis","Perennial","Graminoid"
"BRINI","","BRINI","Bromus inermis ssp. inermis","Perennial","Graminoid"
"BRINI2","","BRINI2","Bromus inermis ssp. inermis var. inermis","Perennial","Graminoid"
"BRINP","","BRINP","Bromus inermis ssp. pumpellianus","Perennial","Graminoid"
"BRINP5","","BRINP5","Bromus inermis ssp. pumpellianus var. pumpellianus","Perennial","Graminoid"
"BRLA6","","BRLA6","Bromus lanatipes","Perennial","Graminoid"
"BRMA4","","BRMA4","Bromus marginatus","Perennial","Graminoid"
"BRMU4","","BRMU4","Bromus mucroglumis","Perennial","Graminoid"
"BRPO","","BRPO","Bromus polyanthus","Perennial","Graminoid"
"BRPOP","","BRPOP","Bromus polyanthus var. paniculatus","Perennial","Graminoid"
"BRPOP2","","BRPOP2","Bromus polyanthus var. polyanthus","Perennial","Graminoid"
"BRPO2","","BRPO2","Bromus porteri","Perennial","Graminoid"
"BRRA2","","BRRA2","Bromus racemosus","Annual","Graminoid"
"BRRU2","","BRRU2","Bromus rubens","Annual","Graminoid"
"BRSE","","BRSE","Bromus secalinus","Annual","Graminoid"
"BRSES","","BRSES","Bromus secalinus var. secalinus","Annual","Graminoid"
"BRSQ2","","BRSQ2","Bromus squarrosus","Annual","Graminoid"
"BRST2","","BRST2","Bromus sterilis","Annual","Graminoid"
"BRSU4","","BRSU4","Bromus subvelutinus","Perennial","Graminoid"
"BRSU2","","BRSU2","Bromus suksdorfii","Perennial","Graminoid"
"BRTE","","BRTE","Bromus tectorum","Annual","Graminoid"
"BRVU","","BRVU","Bromus vulgaris","Perennial","Graminoid"
"BRYON","","BRYON","Bryonia","",""
"BRAL4","","BRAL4","Bryonia alba","Perennial","Vine, Forb/herb"
"BUDDL2","","BUDDL2","Buddleja","",""
"BUSC","","BUSC","Buddleja scordioides","Perennial","Shrub"
"BUGLO","","BUGLO","Buglossoides","",""
"BUAR3","","BUAR3","Buglossoides arvensis","Annual","Forb/herb"
"BULBO","","BULBO","Bulbostylis","",""
"BUCA2","","BUCA2","Bulbostylis capillaris","Annual, Perennial","Graminoid"
"BUCAC","","BUCAC","Bulbostylis capillaris ssp. capillaris","Annual, Perennial","Graminoid"
"BUFU","","BUFU","Bulbostylis funckii","Annual","Graminoid"
"BUJU","","BUJU","Bulbostylis juncoides","Perennial","Graminoid"
"BUSC2","","BUSC2","Bulbostylis schaffneri","Perennial","Graminoid"
"BUPLE","","BUPLE","Bupleurum","",""
"BUAM2","","BUAM2","Bupleurum americanum","Annual","Forb/herb"
"BUTOM","","BUTOM","Butomus","",""
"BUUM","","BUUM","Butomus umbellatus","Perennial","Forb/herb"
"CAESA","","CAESA","Caesalpinia","",""
"CAGI","","CAGI","Caesalpinia gilliesii","Perennial","Tree, Shrub, Vine"
"CALAM","","CALAM","Calamagrostis","",""
"CACA4","","CACA4","Calamagrostis canadensis","Perennial","Graminoid"
"CACAC10","","CACAC10","Calamagrostis canadensis var. canadensis","Perennial","Graminoid"
"CAKO","","CAKO","Calamagrostis koelerioides","Perennial","Graminoid"
"CAMO","","CAMO","Calamagrostis montanensis","Perennial","Graminoid"
"CAPU","","CAPU","Calamagrostis purpurascens","Perennial","Graminoid"
"CAPUP7","","CAPUP7","Calamagrostis purpurascens var. purpurascens","Perennial","Graminoid"
"CARU","","CARU","Calamagrostis rubescens","Perennial","Graminoid"
"CASC","","CASC","Calamagrostis scopulorum","Perennial","Graminoid"
"CAST36","","CAST36","Calamagrostis stricta","Perennial","Graminoid"
"CASTI3","","CASTI3","Calamagrostis stricta ssp. inexpansa","Perennial","Graminoid"
"CASTS5","","CASTS5","Calamagrostis stricta ssp. stricta","Perennial","Graminoid"
"CASTS8","","CASTS8","Calamagrostis stricta ssp. stricta var. stricta","Perennial","Graminoid"
"CATW","","CATW","Calamagrostis tweedyi","Perennial","Graminoid"
"CALAM2","","CALAM2","Calamovilfa","",""
"CAGI3","","CAGI3","Calamovilfa gigantea","Perennial","Graminoid"
"CALO","","CALO","Calamovilfa longifolia","Perennial","Graminoid"
"CALOL2","","CALOL2","Calamovilfa longifolia var. longifolia","Perennial","Graminoid"
"CALAN","","CALAN","Calandrinia","",""
"CACI2","","CACI2","Calandrinia ciliata","Annual","Forb/herb"
"CALIB","","CALIB","Calibrachoa","",""
"CAPA47","","CAPA47","Calibrachoa parviflora","Annual","Forb/herb"
"CALLI","","CALLI","Calliandra","",""
"CAER","","CAER","Calliandra eriophylla","Perennial","Subshrub, Shrub"
"CAHU","","CAHU","Calliandra humilis","Perennial","Subshrub, Forb/herb"
"CAHUH","","CAHUH","Calliandra humilis var. humilis","Perennial","Subshrub, Forb/herb"
"CAHUR","","CAHUR","Calliandra humilis var. reticulata","Perennial","Subshrub, Forb/herb"
"CALLI3","","CALLI3","Callirhoe","",""
"CAAL","","CAAL","Callirhoe alcaeoides","Perennial","Forb/herb"
"CAIN2","","CAIN2","Callirhoe involucrata","Perennial","Forb/herb"
"CAINI4","","CAINI4","Callirhoe involucrata var. involucrata","Perennial","Forb/herb"
"CAINL","","CAINL","Callirhoe involucrata var. lineariloba","Perennial","Forb/herb"
"CALLI6","","CALLI6","Callitriche","",""
"CAHE2","","CAHE2","Callitriche hermaphroditica","Perennial","Forb/herb"
"CAHE3","","CAHE3","Callitriche heterophylla","Annual, Perennial","Forb/herb"
"CAHEH","","CAHEH","Callitriche heterophylla ssp. heterophylla","Annual, Perennial","Forb/herb"
"CAPA52","","CAPA52","Callitriche palustris","Perennial","Forb/herb"
"CAST11","","CAST11","Callitriche stenoptera","Perennial","Forb/herb"
"CALOC","","CALOC","Calochortus","",""
"CAAM4","","CAAM4","Calochortus ambiguus","Perennial","Forb/herb"
"CAAP","","CAAP","Calochortus apiculatus","Perennial","Forb/herb"
"CAAU8","","CAAU8","Calochortus aureus","Perennial","Forb/herb"
"CABR4","","CABR4","Calochortus bruneaunis","Perennial","Forb/herb"
"CAEL","","CAEL","Calochortus elegans","Perennial","Forb/herb"
"CAELE","","CAELE","Calochortus elegans var. elegans","Perennial","Forb/herb"
"CAELS","","CAELS","Calochortus elegans var. selwayensis","Perennial","Forb/herb"
"CAEU","","CAEU","Calochortus eurycarpus","Perennial","Forb/herb"
"CAFL","","CAFL","Calochortus flexuosus","Perennial","Vine, Forb/herb"
"CAGU","","CAGU","Calochortus gunnisonii","Perennial","Forb/herb"
"CAGUG","","CAGUG","Calochortus gunnisonii var. gunnisonii","Perennial","Forb/herb"
"CAGUP","","CAGUP","Calochortus gunnisonii var. perpulcher","Perennial","Forb/herb"
"CAMA5","","CAMA5","Calochortus macrocarpus","Perennial","Forb/herb"
"CAMAM9","","CAMAM9","Calochortus macrocarpus var. macrocarpus","Perennial","Forb/herb"
"CAMAM","","CAMAM","Calochortus macrocarpus var. maculosus","Perennial","Forb/herb"
"CANI","","CANI","Calochortus nitidus","Perennial","Forb/herb"
"CANU3","","CANU3","Calochortus nuttallii","Perennial","Forb/herb"
"CALOP7","","CALOP7","Caloplaca","",""
"CALTH","","CALTH","Caltha","",""
"CALE4","","CALE4","Caltha leptosepala","Perennial","Forb/herb"
"CALEH2","","CALEH2","Caltha leptosepala ssp. howellii","Perennial","Forb/herb"
"CALEL7","","CALEL7","Caltha leptosepala ssp. leptosepala","Perennial","Forb/herb"
"CALEL8","","CALEL8","Caltha leptosepala ssp. leptosepala var. leptosepala","Perennial","Forb/herb"
"CALES4","","CALES4","Caltha leptosepala ssp. leptosepala var. sulfurea","Perennial","Forb/herb"
"CALYC4","","CALYC4","Calycoseris","",""
"CAWR","","CAWR","Calycoseris wrightii","Annual","Forb/herb"
"CALYL","","CALYL","Calylophus","",""
"CABE6","","CABE6","Calylophus berlandieri","Perennial","Subshrub, Forb/herb"
"CABEB2","","CABEB2","Calylophus berlandieri ssp. berlandieri","Perennial","Subshrub, Forb/herb"
"CABEP2","","CABEP2","Calylophus berlandieri ssp. pinifolius","Perennial","Subshrub, Forb/herb"
"CAHA14","","CAHA14","Calylophus hartwegii","Perennial","Subshrub, Forb/herb"
"CAHAF","","CAHAF","Calylophus hartwegii ssp. fendleri","Perennial","Subshrub, Forb/herb"
"CAHAF2","","CAHAF2","Calylophus hartwegii ssp. filifolius","Perennial","Subshrub, Forb/herb"
"CAHAP","","CAHAP","Calylophus hartwegii ssp. pubescens","Perennial","Subshrub, Forb/herb"
"CALA38","","CALA38","Calylophus lavandulifolius","Perennial","Subshrub, Forb/herb"
"CASE12","","CASE12","Calylophus serrulatus","Perennial","Subshrub, Forb/herb"
"CATO12","","CATO12","Calylophus toumeyi","Perennial","Subshrub, Forb/herb"
"CATU6","","CATU6","Calylophus tubicula","Perennial","Subshrub, Forb/herb"
"CALYP","","CALYP","Calypso","",""
"CABU","","CABU","Calypso bulbosa","Perennial","Forb/herb"
"CABUA","","CABUA","Calypso bulbosa var. americana","Perennial","Forb/herb"
"CABUO","","CABUO","Calypso bulbosa var. occidentalis","Perennial","Forb/herb"
"CALYP2","","CALYP2","Calyptocarpus","",""
"CAVI2","","CAVI2","Calyptocarpus vialis","Perennial","Forb/herb"
"CALYS","","CALYS","Calystegia","",""
"CAHE21","","CAHE21","Calystegia hederacea","Perennial","Vine, Forb/herb"
"CAMA23","","CAMA23","Calystegia macounii","Perennial","Vine, Forb/herb"
"CASE13","","CASE13","Calystegia sepium","Perennial","Vine, Forb/herb"
"CASEA3","","CASEA3","Calystegia sepium ssp. angulata","Perennial","Vine, Forb/herb"
"CASEL","","CASEL","Calystegia sepium ssp. limnophila","Perennial","Vine, Forb/herb"
"CASI10","","CASI10","Calystegia silvatica","Perennial","Vine, Forb/herb"
"CASIF","","CASIF","Calystegia silvatica ssp. fraterniflora","Perennial","Vine, Forb/herb"
"CAMAS","","CAMAS","Camassia","",""
"CACU2","","CACU2","Camassia cusickii","Perennial","Forb/herb"
"CAQU2","","CAQU2","Camassia quamash","Perennial","Forb/herb"
"CAQUQ","","CAQUQ","Camassia quamash ssp. quamash","Perennial","Forb/herb"
"CAQUU2","","CAQUU2","Camassia quamash ssp. utahensis","Perennial","Forb/herb"
"CAMEL","","CAMEL","Camelina","",""
"CAMI2","","CAMI2","Camelina microcarpa","Annual, Biennial","Forb/herb"
"CASA2","","CASA2","Camelina sativa","Annual, Biennial","Forb/herb"
"CASAS2","","CASAS2","Camelina sativa ssp. sativa","Annual, Biennial","Forb/herb"
"CAMIS","","CAMIS","Camissonia","",""
"CAAN14","","CAAN14","Camissonia andina","Annual","Forb/herb"
"CABO7","","CABO7","Camissonia boothii","Annual","Forb/herb"
"CABOA","","CABOA","Camissonia boothii ssp. alyssoides","Annual","Forb/herb"
"CABOB","","CABOB","Camissonia boothii ssp. boothii","Annual","Forb/herb"
"CABR22","","CABR22","Camissonia breviflora","Perennial","Forb/herb"
"CACH12","","CACH12","Camissonia chamaenerioides","Annual","Forb/herb"
"CACL4","","CACL4","Camissonia claviformis","Annual","Forb/herb"
"CACLC","","CACLC","Camissonia claviformis ssp. cruciformis","Annual","Forb/herb"
"CACLI","","CACLI","Camissonia claviformis ssp. integrior","Annual","Forb/herb"
"CACLP2","","CACLP2","Camissonia claviformis ssp. peeblesii","Annual","Forb/herb"
"CACO34","","CACO34","Camissonia contorta","Annual","Forb/herb"
"CAMI23","","CAMI23","Camissonia minor","Annual","Forb/herb"
"CAPA37","","CAPA37","Camissonia palmeri","Annual","Forb/herb"
"CAPA39","","CAPA39","Camissonia parvula","Annual","Forb/herb"
"CAPT","","CAPT","Camissonia pterosperma","Annual","Forb/herb"
"CAPU16","","CAPU16","Camissonia pusilla","Annual","Forb/herb"
"CAPY5","","CAPY5","Camissonia pygmaea","Annual","Forb/herb"
"CARE2","","CARE2","Camissonia refracta","Annual","Forb/herb"
"CASC18","","CASC18","Camissonia scapoidea","Annual","Forb/herb"
"CASCB2","","CASCB2","Camissonia scapoidea ssp. brachycarpa","Annual","Forb/herb"
"CASCS3","","CASCS3","Camissonia scapoidea ssp. scapoidea","Annual","Forb/herb"
"CASU18","","CASU18","Camissonia subacaulis","Perennial","Forb/herb"
"CATA2","","CATA2","Camissonia tanacetifolia","Perennial","Forb/herb"
"CATAT","","CATAT","Camissonia tanacetifolia ssp. tanacetifolia","Perennial","Forb/herb"
"CAWA3","","CAWA3","Camissonia walkeri","Annual, Perennial","Forb/herb"
"CAWAW2","","CAWAW2","Camissonia walkeri ssp. walkeri","Annual, Perennial","Forb/herb"
"CAMPA","","CAMPA","Campanula","",""
"CAGL2","","CAGL2","Campanula glomerata","Perennial","Forb/herb"
"CAPA10","","CAPA10","Campanula parryi","Perennial","Forb/herb"
"CAPAI2","","CAPAI2","Campanula parryi var. idahoensis","Perennial","Forb/herb"
"CAPAP2","","CAPAP2","Campanula parryi var. parryi","Perennial","Forb/herb"
"CARA","","CARA","Campanula rapunculoides","Perennial","Forb/herb"
"CARO2","","CARO2","Campanula rotundifolia","Perennial","Forb/herb"
"CASC6","","CASC6","Campanula scabrella","Perennial","Forb/herb"
"CAUN2","","CAUN2","Campanula uniflora","Perennial","Subshrub, Forb/herb"
"CANAD","","CANAD","Canadanthus","",""
"CAMO32","","CAMO32","Canadanthus modestus","Perennial","Forb/herb"
"CANNA","","CANNA","Cannabis","",""
"CASA3","","CASA3","Cannabis sativa","Annual","Forb/herb"
"CASAS3","","CASAS3","Cannabis sativa ssp. sativa","Annual","Forb/herb"
"CASAS9","","CASAS9","Cannabis sativa ssp. sativa var. sativa","Annual","Forb/herb"
"CAPSE","","CAPSE","Capsella","",""
"CABU2","","CABU2","Capsella bursa-pastoris","Annual","Forb/herb"
"CAPSI","","CAPSI","Capsicum","",""
"CAAN4","","CAAN4","Capsicum annuum","Annual, Perennial","Subshrub, Forb/herb"
"CAANG","","CAANG","Capsicum annuum var. glabriusculum","Annual, Perennial","Subshrub, Forb/herb"
"CARAG","","CARAG","Caragana","",""
"CAAR18","","CAAR18","Caragana arborescens","Perennial","Tree, Shrub"
"CARDA","","CARDA","Cardamine","",""
"CABR6","","CABR6","Cardamine breweri","Perennial","Forb/herb"
"CABRB","","CABRB","Cardamine breweri var. breweri","Perennial","Forb/herb"
